&,739.876569967627
0,1254.2393096766257
000,1204.6866554197366
03,535.4475389850203
04,535.9778173937773
09,1006.6413732918379
1,1414.1816412096837
10,602.7132218981044
100,297.781816450112
11,319.77582932414236
12,384.8076434037136
13,374.74538112373307
14,371.28208159400026
15,569.7303103412775
16,459.51776478417935
17,421.1526894830316
18,516.2159435811641
19,408.03608483536595
1985,687.4964828497694
1986,946.0816676208977
1987,727.5044218630627
2,1211.5915411350638
20,513.079218561494
24,303.5232735920751
25,498.2332047971972
3,987.2071758435503
30,450.07683556029343
35,275.26950343057234
4,1005.4944428400269
40,305.2802754639992
5,845.6443652173883
50,637.3457016488975
500,421.1214034002912
6,688.2421602403801
60,274.04606891276313
7,713.5165898537274
75,292.93580486299743
8,761.6478571429063
86,515.8397791582512
87,1340.4076598502302
88,377.46204922661065
9,576.3978975747199
92,495.3212167852369
a,1096.737420004681
about,628.0943746904129
above,269.9465175360358
according,269.0080140914963
acres,452.8008641903446
added,407.1730785317958
administration,384.4343117595024
after,473.7662966118566
against,437.31883894919486
agency,303.6000567366886
ago,371.7064885203956
agreed,274.28268103446675
agreement,482.4246028258603
agriculture,533.6385865776729
all,401.3586380923419
also,577.471587299369
an,750.8434566933406
analysts,496.95911458607355
and,925.2993307949027
any,400.67769973985895
april,437.74541519427095
arabia,447.109868511923
are,743.4865331586635
area,377.01923033293133
areas,334.7336817446839
around,399.844915507812
as,918.4403627087104
at,895.8140586755642
attack,364.7110836481716
average,366.19490132280794
barley,418.51177793084815
barrel,617.9461398342347
barrels,739.8350241481191
bbl,339.8387088017023
be,975.1018308407164
because,440.7518001355071
been,606.945301321232
before,258.1928147686246
being,277.158463714268
below,323.78325200264965
between,487.32620759122625
bill,391.58338761436465
billion,830.2473092597055
bpd,1091.4249254586648
but,716.5723196642613
by,848.5416611982736
can,274.157664170666
canada,471.50122864840625
canadian,459.08350355802014
cash,336.8395179076404
china,553.2381721962581
co,423.8391576387538
committee,343.23659910879513
commodity,321.4633106902447
companies,427.8928451175726
company,616.8150593094579
compared,277.03342222086127
contract,306.99430651298394
corn,1083.1331619041953
corp,421.5263331125452
could,532.9193106860887
countries,449.834226359402
country,338.7164899429444
credit,332.81887520601265
crop,621.8607082002087
crops,353.6299379722065
crude,929.0759697942252
cts,477.8150276502541
current,398.4839163642929
cut,369.73802792578937
day,428.14870010282766
december,384.3425164811428
demand,469.2218876519214
department,606.8331276292428
did,302.74225545625234
dlr,320.02469948199655
dlrs,1229.740612476287
domestic,387.2586475018262
down,428.973452625214
due,353.5880868921708
during,389.07391508583817
earlier,337.69126309267824
early,293.9819178058601
ec,544.6398928007326
economic,291.06043405018613
ecuador,606.1127993981277
end,427.60398235263375
energy,605.5517511551128
estimated,396.8620855661749
estimates,309.4714996071768
european,274.0460689127631
exchange,331.7248541838599
expected,449.39520358349205
exploration,522.4461016615413
export,642.3605239359543
exports,661.1491848099957
fall,322.3546666574015
farm,572.4019015125139
